# z, mu 
1.6888523047701534 0.953741148801065 
1.15932442932619 1.0194378665196953 
1.1333248511734737 1.0809985554585533 
1.4934764450939226 1.0970502186045157 
1.7907526983710957 0.9590955695392626 
1.0865001294376038 0.9919176777013403 
1.4586834230128898 0.9721014087846561 
1.2982519874768434 1.0306062144225938 
0.5918467784219192 1.000995989121162 
0.46458807508614136 0.9870115840201676 
0.7340372192825527 0.9722865709995108 
1.1910476758723207 0.9994164462792725 
1.8448002668422134 1.0687969822851269 
1.4987802503458374 0.996655227244277 
0.8694667079511211 0.9785448634397136 
0.5073954156185565 0.9846017406554476 
1.4646689932991925 1.6269347603015074 
1.1920395077552144 0.9962312203319325 
0.9429566887969666 0.9800074743606627 
1.3070802639646857 0.9919516820413906 
0.5564838695874921 0.9840604148488103 
0.7620518806801183 1.008684856135995 
0.5702573701020871 1.0227494104646053 
1.4981637644940873 0.9262459194628851 
0.5417209514133768 1.0087767030581176 
1.716243173115819 0.9795699655915555 
0.18142868442173507 0.9987376107590643 
0.9951574761661379 1.013504878726167 
1.0666003976675114 1.0324555170820608 
1.1657416253040358 0.9816701874298068 
1.1601420940949243 0.9630138640239585 
0.8139070626944289 0.9983956636167078 
0.802580454112938 1.0926262108842197 
0.6061523424318302 0.9824416003282247 
1.0458210763408664 0.9849207222335894 
1.5484031747100773 1.025536357084484 
0.9084818719660513 0.994347753355168 
1.4028258559433013 1.0703669917441445 
1.5139028485397246 1.0223520549017193 
0.3952889988532978 1.001228827743859 
1.1132921297766685 1.0428835073839575 
0.9717723417219647 1.0375784885160373 
1.2252713972874156 1.0089426769017036 
0.12279867576164827 1.0006742419011947 
1.6701920891175368 1.0883835627228255 
0.18799209482086718 0.9975052694049897 
1.1864904630368045 0.9784849614824669 
1.7150957005800243 0.9884509163841844 
0.454250882688448 0.9901848434036343 
0.5058053515677836 1.0004081453806928 
0.558333520351479 0.9837514612461941 
1.241435671487274 0.9403484479292263 
1.6587768445351672 0.9488351499132275 
0.913454935008239 0.9732656246839807 
1.256570218098648 1.0167430070335843 
1.5584250934077946 1.1158016158704216 
0.810544492593995 0.97546639346868 
0.8332444072880542 0.9811308504264873 
1.2854572133852997 0.9937970085966031 
0.6587125674346125 0.9882987248489495 
1.614502057231735 0.9225648960606192 
0.9339253508841676 0.9831801095026307 
0.8739232087112487 1.0194011154162541 
0.46206763708569537 1.0135515715909802 
1.232488542420615 1.0495392613956187 
0.9131105505748295 0.9843698476808687 
0.4932981106208403 0.9828123363469292 
1.2141678779290324 1.0616715740029956 
0.5743794536467381 0.9885197621741868 
1.2528299410501191 0.9894946338896691 
0.9243752863799366 0.9942843324995186 
1.27979589785034 1.0095723825220277 
1.3834251271841385 1.0193904610015923 
0.5837108467936288 0.9850008263686298 
0.4770926648275671 0.9953381665065575 
0.6347081217101319 1.018742235687886 
0.7512319288484257 0.9683993754994978 
0.6022429290790222 1.000995989121162 
1.361753251826673 1.0388150749666314 
0.44120468258875095 0.9823959340078524 
1.1667866592164333 0.9985063817228896 
0.6273998144318123 1.0144404352432534 
1.523825816518679 0.9637632878427509 
0.6748169247635248 0.9843625487459317 
0.7707006654997272 1.17849256080402 
0.6918475751389961 0.9850458608429294 
1.018016656818154 0.9794672110194175 
0.6114158743907666 0.9894794719393388 
0.5792251329458419 0.9977969565706555 
1.0688332423961389 1.00399277879347 
0.7892517970557831 1.0141546820856495 
0.5077480693822485 0.9831105703983489 
0.9729551614326013 0.9780065049682225 
0.7807286471423988 0.9973654247613042 
1.8037595825413157 1.0029910443674317 
1.0567071587907155 0.9703549971796804 
1.1173425423169063 1.037565128582851 
0.9336195058752201 1.2369850216080402 
0.6141787879350317 0.9766833417373132 
0.7132623373552572 0.9765044596304566 
0.5746709732636706 0.9977969565706555 
0.6306664644027881 0.9813496625922358 
0.26022898505478814 0.9990349038324278 
0.5296446357060963 0.9893126260932882 
0.12807374974108718 1.0001901617466358 
0.40155226038967373 0.9884037715847452 
1.1439814079774175 0.9910293140731701 
0.6299973166882179 0.9896223557549902 
0.38308237232913717 0.9962103275076841 
1.033506407932556 0.9975057481124475 
0.6941765547023865 0.9679630584179838 
0.5555618582301508 1.0223706615732366 
1.0368110273399322 0.9920522368982756 
0.4639650025221972 0.9942235371644101 
0.6361067698238737 1.0184113279613758 
0.45980133577104293 0.9838383246367008 
0.833032907978979 0.992390511202718 
1.5942907813567355 0.9893252939668695 
0.6393431482398516 0.9856514630368681 
0.5951953719943693 1.0096333770075292 
1.1960806780566864 0.9325267013851329 
0.4499955859281599 0.9864346277686282 
0.6806068764181985 1.0185281535958228 
0.2653873976528996 0.9985298303619995 
0.7179381101437559 0.9775872921358919 
0.8968879599842894 0.9835555358519309 
1.0806832563764934 0.963023685802316 
1.2213459357395742 1.0304075376686013 
0.6566702760295888 0.9882987248489495 
1.679441604063046 0.95047048287584 
1.1014454687825788 1.041511842901158 
0.4593896810020698 0.9922041902840222 
1.182076923130564 0.9479977988436414 
0.5270607096336654 1.0189721719444569 
1.3109295339494436 1.0398476177663667 
0.7571815000677946 0.9843015389086415 
1.9099680789017859 0.975148609492543 
0.7965472708392285 1.0232792784575764 
0.6962650756744009 1.0055452237528641 
0.5334046796578957 0.9902394869011372 
1.51480228487422 0.9390943332916063 
1.6122204501879571 1.0076385587336858 
0.2659404768661591 0.9977722201563571 
1.659383556805363 0.9646433685518148 
1.1065973036408698 0.9440503013300636 
1.6856338058399354 1.0229702442183264 
1.1479888945383778 1.0216099921795319 
1.5354768867448831 0.9493730643545832 
0.6217856289146796 0.9767169544210933 
0.821362948691224 0.9845087486593566 
0.6783347897902481 0.9901707015704131 
0.9760991821239939 0.9604613317315374 
1.1705442302995899 0.9507279925127899 
0.6768182616816879 1.0257029306143002 
0.8619013867416339 1.0039836618402012 
0.6534138222780578 1.0197349588674163 
0.7038519165222236 1.0017870072193762 
1.0674536083215513 4.1226130879396985 
1.5311337225736723 0.9622214781833043 
0.8125870491520358 1.087346983748931 
0.8763325402788079 1.0213282971132607 
0.9285311278241132 0.9934911737140266 
0.6912261517874521 0.9720629309999708 
0.9821237835653115 0.9665817410001485 
0.6158837964141036 0.9912768943875412 
0.3363621655938823 0.9956285881324252 
1.5774595239235238 0.9735813534809502 
0.7473225947487792 0.9839481574995493 
0.8169002323036066 1.0130332226258079 
1.183755871706874 0.990315800715444 
0.7307171643752727 1.0203464426360336 
1.107671915634047 1.0269283709806383 
0.5385428064171305 0.9951827445429986 
